region,date,mean,median,lower_90,upper_90,lower_50,upper_50
Italy,2020-03-03,1.436228424085846,1.4039078997602863,1.1522646103478333,1.744517853309618,1.2687789214277547,1.5153939486371775
Italy,2020-03-04,1.4098539225972526,1.3797833437680413,1.1221055704816598,1.6784515921339098,1.2429476782128637,1.4734053464224472
Italy,2020-03-05,1.3845528060087202,1.3555232700151838,1.1330309227279893,1.6645012298117576,1.2240624544677794,1.4367104409395526
Italy,2020-03-06,1.3645973857503189,1.3345220739626888,1.1195770893703851,1.6162093820417929,1.161765148974962,1.3617999738152422
Italy,2020-03-07,1.3305659906850515,1.3050997272636504,1.114326716122004,1.5704038159014215,1.1858583199703818,1.3703503125456669
Italy,2020-03-08,1.3031048994111598,1.2783229245790264,1.1078727984300565,1.5218840401227798,1.140802197413148,1.3102423769144445
Italy,2020-03-09,1.2735813564715113,1.254075052901139,1.0960569515630103,1.469150815086636,1.1535583858249554,1.3078302311799568
Italy,2020-03-10,1.2558134614777188,1.237741821485988,1.062691901067135,1.4101004814885552,1.1406543743537414,1.2829433203289704
Italy,2020-03-11,1.2192578626152817,1.2048365028949766,1.0618854053027298,1.3683329121233068,1.1251922998606032,1.2495055180820929
Italy,2020-03-12,1.19128961320553,1.1749062211001202,1.0634367761265002,1.332829747758998,1.0876488972458012,1.1974764874177262
Italy,2020-03-13,1.1515829205508732,1.1360454959859423,1.0413112776580817,1.2673528753994237,1.0593892142757386,1.1471488845576356
Italy,2020-03-14,1.1205963014932012,1.109193827774911,1.0303498415872399,1.2272707126933158,1.0587624890511171,1.1339859693878134
Italy,2020-03-15,1.1066507314158796,1.096590227408838,1.021407521501672,1.194232054324499,1.039047151997059,1.105002072364961
Italy,2020-03-16,1.0643223756585196,1.0557564138513336,1.0065481317812757,1.1350388826039135,1.018326780469022,1.0657338512755963
Italy,2020-03-17,1.0380829230124504,1.0316448411344181,0.9805781892397166,1.1001123511162718,1.0054135985874928,1.0425220839135225
Italy,2020-03-18,1.0018440807075286,0.9996350553977843,0.9409980384074119,1.0604516994877486,0.981104661239823,1.019626827718716
Italy,2020-03-19,0.9752007128168924,0.9803115093318922,0.9218110825540669,1.0279786413848675,0.9681015889844158,1.0028516734277202
Italy,2020-03-20,0.9491734281065017,0.9563537746637363,0.8857419112272603,1.0032150117642495,0.946809970385895,0.9880763971557088
Italy,2020-03-21,0.9343556294337708,0.942804047804279,0.859790257549027,0.9900788622906812,0.9316395601166151,0.9769109452191257
Italy,2020-03-22,0.926098526980036,0.9367980076242259,0.8603414164200844,0.9943571343539601,0.9184629977812065,0.9668248623125365
Italy,2020-03-23,0.9241328170496829,0.9329271600214204,0.8600607134484091,0.9883792218937738,0.918710692788637,0.9647643523600415
Italy,2020-03-24,0.9192769928187368,0.9285330372346446,0.8524001460558611,0.9823363703199242,0.913487802475304,0.9615951475593011
Italy,2020-03-25,0.9120064753760944,0.9205871418751798,0.8411415826853387,0.9802828380153685,0.913189523498914,0.9658286532015473
Italy,2020-03-26,0.8991428335175469,0.9106513488015182,0.8241903154624073,0.9799102346614154,0.8931158200445416,0.9525096096602608
